"actor_guest","arc","segment","text","time_in_sec","words_per_minute","combat"
"Matt","End","prologue","hello everyone, and welcome to tonight's episode of critical role, where a bunch of us nerdy-ass voice actors sit around and play dungeons and dragons.",6.503,258.342303552207,0
