"","arc","arc_no","episode","turn_number","segment","actor","text","start_turn","end_turn","time_in_sec","word_count","words_per_minute","encounter_count","rp_combat","actor_guest","vox_machina","guest","staff","matt"
"1","End",8,103,1,"prologue","MATT","hello, and welcome to tonight's episode of critical role, where a bunch of us nerdy-ass voice actors sit around and play dungeons and dragons. every goddamn week. anyway! before we jump into the craziness of tonight's episode, let's get through some quick announcements, here! first and foremost, merch update. laura, what do we got?",0,20.918,20.918,59,169.232240175925,NA,"role_play","MATT",0,0,0,1
"2","End",8,103,2,"prologue","LAURA","well, those amazing david mack posters that are only on sale well, okay, here's the thing. the <i>signed</i> ones are only available for one more day; they're going away tomorrow, forever and ever and ever, amen. after that, the not-signed version will be available for one more week, and then those are gone forever and ever, amen. so if you want them, you should get them. we also have a bunch of other shirts, like the scanlan t-shirt, and the vox machina t-shirt, and every other t-shirt that are so soft and comfy and cozy. and the slayer's cake apron!",20.918,60.105,39.187,110,168.42320157195,NA,"role_play","LAURA",1,0,0,0
"3","End",8,103,3,"prologue","MATT","they're shipping soon, right?",60.105,61.857,1.752,6,205.479452054794,NA,"role_play","MATT",0,0,0,1
"4","End",8,103,4,"prologue","LAURA","those will be shipping soon. those will be shipping yeah, pretty soon. pre-orders are still available right now. with the posters i'm going completely out of order with the signed ones, it's going to take a few extra weeks to ship those because we all have to sign them. just be patient. we love you, and you will get them! the ones that aren't signed will get shipped out a little bit faster.",61.857,84.768,22.911,78,204.268691894723,NA,"role_play","LAURA",1,0,0,0
"5","End",8,103,5,"prologue","SAM","so one day for those.",84.768,87.837,3.069,6,117.302052785924,NA,"role_play","SAM",1,0,0,0
"6","End",8,103,6,"prologue","LAURA","one more day! one!",87.837,91.213,3.37599999999999,5,88.8625592417064,NA,"role_play","LAURA",1,0,0,0
"7","End",8,103,7,"prologue","MARISHA","tell your friends! tell your wives!",91.213,95.226,4.01300000000001,7,104.659855469723,NA,"role_play","MARISHA",1,0,0,0
"8","End",8,103,8,"prologue","MATT","perfect. next update, we have wednesday club for next week.",95.226,104.131,8.905,11,74.1156653565413,NA,"role_play","MATT",0,0,0,1
"9","End",8,103,9,"prologue","TALIESIN","wednesday club! we're in an interesting transition point for a lot of shows on geek and sundry, so we thought we'd have a card party. it's not as sexy as it sounds.",104.131,114.227,10.096,36,213.946117274168,NA,"role_play","TALIESIN",1,0,0,0
"10","End",8,103,10,"prologue","MATT","i disagree, sir!",114.227,115.942,1.71499999999999,4,139.9416909621,NA,"role_play","MATT",0,0,0,1
"11","End",8,103,11,"prologue","TALIESIN","are you in? are you down?",115.942,117.668,1.72600000000001,7,243.337195828503,NA,"role_play","TALIESIN",1,0,0,0
"12","End",8,103,12,"prologue","MATT","yeah, i am!",117.668,118.863,1.19499999999999,4,200.836820083683,NA,"role_play","MATT",0,0,0,1
"13","End",8,103,13,"prologue","TALIESIN","we're opening card packs!",118.863,121.208,2.345,6,153.518123667377,NA,"role_play","TALIESIN",1,0,0,0
"14","End",8,103,14,"prologue","MATT","i'm going to be there for this!",121.208,122.99,1.782,9,303.030303030304,NA,"role_play","MATT",0,0,0,1
"15","End",8,103,15,"prologue","TALIESIN","matt mercer is going to join us for the wednesday club. we may have a few other guests. you want to come?",122.99,128.366,5.37600000000002,23,256.696428571428,NA,"role_play","TALIESIN",1,0,0,0
"16","End",8,103,16,"prologue","LAURA","can we all come and open card packs?",128.366,130.975,2.60899999999998,9,206.975852817173,NA,"role_play","LAURA",1,0,0,0
"17","End",8,103,17,"prologue","LIAM","will you also someday have a pog episode?",130.975,132.599,1.624,9,332.512315270937,NA,"role_play","LIAM",1,0,0,0
"18","End",8,103,18,"prologue","TALIESIN","we already did a pog episode.",132.599,134.038,1.43900000000002,7,291.869353717855,NA,"role_play","TALIESIN",1,0,0,0
"19","End",8,103,19,"prologue","LIAM","shut your mouth!",134.038,135.423,1.38499999999999,4,173.285198555958,NA,"role_play","LIAM",1,0,0,0
"20","End",8,103,20,"prologue","TALIESIN","we actually made it rain pogs! it was great! you can come. we're going to have another pog party!",135.423,141.645,6.22200000000001,21,202.507232401157,NA,"role_play","TALIESIN",1,0,0,0
"21","End",8,103,21,"prologue","SAM","you'll have lots of time after this, liam!",141.645,144.623,2.97799999999998,10,201.477501678981,NA,"role_play","SAM",1,0,0,0
"22","End",8,103,22,"prologue","TALIESIN","since the show is moving to its new time, 7:00-9:00pm, so we're going to be opening card packs. talking about them, being really dumb and in our pajamas, and it's going to be great. definitely matt, and there's going to be a bunch of people showing up; it's going to be great!",144.623,161.56,16.937,60,212.552400070851,NA,"role_play","TALIESIN",1,0,0,0
"23","End",8,103,23,"prologue","MATT","that's so much of my childhood, you have no idea.",161.56,163.421,1.86099999999999,12,386.888769478777,NA,"role_play","MATT",0,0,0,1
"24","End",8,103,24,"prologue","LIAM","what kind of cards?",163.421,167.009,3.58799999999999,5,83.6120401337794,NA,"role_play","LIAM",1,0,0,0
"25","End",8,103,25,"prologue","TALIESIN","we're confirmed with some jim lee x-men series one. we're confirmed with some superman vs. doomsday cards.",167.009,179.572,12.563,21,100.294515641168,NA,"role_play","TALIESIN",1,0,0,0
"26","End",8,103,26,"prologue","MATT","any marvel masterpiece?",179.572,181.459,1.887,4,127.186009538951,NA,"role_play","MATT",0,0,0,1
"27","End",8,103,27,"prologue","TALIESIN","we're working on marvel masterpiece. unopened. we've got some kirby cards, some classic avengers cards. we're doing a little bit of everything. we've got a couple we're working on, though. marvel universe series one of three is what we're really working on.",181.459,198.516,17.057,49,172.363252623556,NA,"role_play","TALIESIN",1,0,0,0
"28","End",8,103,28,"prologue","MATT","i'll talk more about it on the show, but i have a long history with those cards. all righty! thank you, taliesin! signal boost, i believe we had our recent episode went up this week with our fantastic ashley johnson!",198.516,212.047,13.531,42,186.239006725297,NA,"role_play","MATT",0,0,0,1
"29","End",8,103,29,"prologue","LAURA","it was so good!",213.939,215.613,1.67400000000001,5,179.211469534049,NA,"role_play","LAURA",1,0,0,0
