"","arc","arc_no","episode","turn_number","segment","actor","text","start_turn","end_turn","time_in_sec","word_count","words_per_minute","encounter_count","rp_combat","actor_guest","vox_machina","guest","staff","matt"
"1","Vestiges",5,60,1,"prologue","MATT","all right! welcome! is my mic on? it's on, whoa, yeah, welcome to the very first inaugural premiere edition of critical role live! guys, my name's kevin. i am the social media director for geek and sundry yes, thank you very much, i am indeed a very cool person. i've been with geek and sundry for about eight months now, it was really intimidating at first because i kept mixing up vax and vex. yeah, i still mix up vax and vex. but okay, what i was going to say was that critical role fans are the warmest, most welcoming fans.",10.109,55.15,45.041,105,139.872560555938,NA,"role_play","MATT",0,0,0,1
"2","Vestiges",5,60,2,"prologue","MATT","yeah! except for that guy. right? but no, i love you guys, give yourselves a big hand, thank you so much.",59.238,66.667,7.429,22,177.682056804415,NA,"role_play","MATT",0,0,0,1
"3","Vestiges",5,60,3,"prologue","MATT","i want you guys to know, this is our first time doing this, this is as i said the first inaugural premiere, they're all synonyms, right? so if you're like me you're extremely excited. but please remember that all the people at home are still watching, say hi to the people at home, hi people at home.",68.668,87.464,18.796,61,194.722281336455,NA,"role_play","MATT",0,0,0,1
"4","Vestiges",5,60,4,"prologue","OFFSCREEN","hi!",87.464,88.816,1.352,2,88.7573964497039,NA,"role_play","OFFSCREEN",0,0,1,0
"5","Vestiges",5,60,5,"prologue","MATT","right? so please do me a favor, put your phones on silent, all right? the house lights are going to be kind of dim, so you can use your phones, you can tweet, you can do social media posts, whatever you want, if there's a cubone somewhere please let me know, tweet at me. i need like ten cubones. so yeah, just put everything on silent and be silent about it. you can tweet about the show, please use the hashtag #criticalrolelive, surprisingly enough. do me another favor, don't do the concert pic thing where you put your phone up and record for ten minutes at a time, because there are people behind you, as you may or may not know, so i'd really appreciate that. the other thing is, this not a rocky horror thing, so don't shout out like, i would like to rage. don't do that stuff, don't """"how do you want to do this?"""" don't do that stuff. be respectful of the people on stage. think of this as a funny play. you can laugh, you can woo, but maybe don't shout out suggestions. especially the suggestions that i know a lot of you have in your heads, right? wait, i have one other thing. there's a merch thing. the merch table's going to be open after the show, is that right? yes. after the show, the merch table's going to be open, so if you didn't get a chance to get merch, you're going to get another chance to get merch, so don't worry about that. is there something else? vips will get your posters after, so if you're a vip, you'll get a poster, just come where? upstairs. okay. don't worry. right. thank you. let's hear it for claudia once again, guys.",88.816,187.246,98.43,317,193.233770192015,NA,"role_play","MATT",0,0,0,1
"6","Vestiges",5,60,6,"prologue","MATT","all right, so, do you guys want to bring them out?",194.252,196.859,2.607,12,276.179516685846,NA,"role_play","MATT",0,0,0,1
"7","Vestiges",5,60,7,"prologue","MATT","all right. let's start with the master of dick-lightning and shit-scrying, playing scanlan shorthalt, mr. sam riegel!",199.268,209.582,10.314,21,122.16404886562,NA,"role_play","MATT",0,0,0,1
"8","Vestiges",5,60,8,"prologue","MATT","all right!",214.261,215.984,1.72300000000001,3,104.468949506674,NA,"role_play","MATT",0,0,0,1
"9","Vestiges",5,60,9,"prologue","SAM","thanks! you get a car! you get a car! you get a car!",215.984,221.731,5.74699999999999,14,146.163215590743,NA,"role_play","SAM",1,0,0,0
"10","Vestiges",5,60,10,"prologue","MATT","guys, get your tickets to the gun show, because the gun show's coming to town. playing percival fredrickstein von mussel klossowski de rolo iii of whitestone. yeah, right, right. taliesin, let's bring him out, taliesin jaffe!",221.731,239.771,18.04,39,129.711751662971,NA,"role_play","MATT",0,0,0,1
