"","arc","arc_no","episode","turn_number","segment","actor","text","start_turn","end_turn","time_in_sec","word_count","words_per_minute","encounter_count","rp_combat","actor_guest","vox_machina","guest","staff","matt"
"1","Briarwoods",3,24,1,"prologue","MATT","hello, everyone, and welcome to tonight's episode of critical role, where a bunch of us nerdy-ass voice actors play dungeons and dragons. i think this is our 24th episode, which is ridiculous. we've been doing this since march, and it gets more and more ridiculous every week. glad you guys can join us. the new guys, welcome to our chaos. for all the old folks, glad you could come and join us again. quick thing i want to mention: last week we were talking about the changes to critmas, because we had stresses on scheduling and we had crew here, and when things go long, we were talking about possibly moving to periscope on a different day, separate medium. well, the fanbase has spoken very loudly and very intently about their reaction to that, and so what we're doing, to still make it so people aren't kept here for ridiculous hours weekly, we're still going to have critmas on the stream, but it's going to be once a month. it's probably going to be the first thursday of every month, and we're going to make it an extensive day for that month where we open everything that evening. we still get to experience and share that with you guys, but also not keep these guys here way too late unpaid every thursday night. so i think that's the plan we're going with forward. hopefully, that's cool with everyone, because we love it, too, and we want to make sure we still share that with you guys. all right, couple of other announcements. first and foremost, i wanted to mention again we mentioned it last week, as well there's that hasbro game design contest, design the next party game. that's still up until end of this month, i believe. so if you want to check it out, you can go ahead and tweet at me, last week's episode or search for the hasbro game design contest. that's still happening. also, there's a film series that i'm a part of called mythica. it's like a high fantasy film series where i play the main villain, the necromancer zorloc. it's fun times. it's like awesome, fun, fantasy genre film. and they're currently putting up a kickstarter to finish the post on the third film, so you should check that out. search mythica on kickstarter and you should find it there. also, welovefine is still running their dnd t-shirt contest for their rage of demons release for wizards of the coast, where you can submit your own t-shirt designs that fit within the rage of demons theme. i am one of the judges on that, so if you submit your art to this, there is a cash prize. all the rules are up there on the welovefine contest site. and i'll be able to judge your artwork and hopefully put you through to the end. so there's that. trying to get through these as fast as possible. our teespring shirt for is it thursday yet? is still up. it has one more week. so if any of you guys want to get the limited edition critical role is it thursday yet? shirt, that is only available for one more week and then it'll be gone forever, so get it while you can. let's see. i'm doing my best to get through this as fast as possible. no worries. not everything. also, ashley's show blindspot is premiering this coming monday.",0,189.214,189.214,606,192.163370575116,NA,"role_play","MATT",0,0,0,1
"2","Briarwoods",3,24,2,"prologue","MATT","which is so exciting. you can check out ashley on blindspot where she'll maybe be sneaking critical role stuff into the show, hopefully. we're trying to push her to do that. so you should go support her. see it. it's awesome. and all of us lament that's the reason she's away from us. someone want to handle our other cool",192.332,213.575,21.243,65,183.589888433837,NA,"role_play","MATT",0,0,0,1
"3","Briarwoods",3,24,3,"prologue","LAURA","but it's not on us yet. oh look, now you can see us.",213.624,219.669,6.04500000000002,15,148.883374689826,NA,"role_play","LAURA",1,0,0,0
"4","Briarwoods",3,24,4,"prologue","LIAM","why don't i go, and then you can go. hey, you guys. i just want to make sure all of you are aware this is going to be so awkward i want to make sure you're all aware of a kickstarter that's out there that is put up by a good friend of mine named joe madureira. now if you don't know who joe is, he is a comic book rock god and a game developer. when i was a teenager, he made a comic book called battle chasers. look, here's mine. from when i was 16, joe. i fell in love with it. nobody does art like joe mad does, and i've followed his art for years and years. even when i fell out of comic books, i was checking in with hellboy and i was checking in with joe mad. and then, years later, i got cast in a game called darksiders as one of the horsemen of the apocalypse. i played war, and i walked into the room and joe mad was in the fucking room, and then we became friends. so that game was amazing. darksiders is a beautiful game. it just reeked of joe's art style and now he has formed another company called airship syndicate and they have a kickstarter up. they are making a game called battle chasers. oh shoot! i didn't put the thing that comes oh, nightwar! battle chasers: nightwar. they've already hit their goal, but there are stretch goals. they are making an rpg, sort of in the ilk of jrpgs, like final fantasy and chrono trigger. and it's just going to be bathed in the glory of joe mad's amazing art style. so they've hit their goal, but the bigger the budget, the better the game is going to be. i backed it already. and you guys should at least go check it out. a lot of love for joe mad.",219.669,323.566,103.897,335,193.460831400329,NA,"role_play","LIAM",1,0,0,0
"5","Briarwoods",3,24,5,"prologue","ORION","yeah, me too. i'm on the same end. i knew joe mad through meeting liam for a while, and later realizing that this guy i knew as an amazing voice director and an amazing producer has inked some of my favorite issues of excalibur, and i crapped my pants. i have four of yours, joe, in my box right now at home. he's an amazing guy and awesome thing to back. check it out, please.",323.566,352.439,28.873,78,162.089149031967,NA,"role_play","ORION",1,0,0,0
"6","Briarwoods",3,24,6,"prologue","LIAM","and one, the main character from battle chasers kind of looks like pike!",352.439,356.251,3.81199999999995,14,220.356768100737,NA,"role_play","LIAM",1,0,0,0
"7","Briarwoods",3,24,7,"prologue","LAURA","she does! i thought that, too.",356.251,358.376,2.125,7,197.647058823529,NA,"role_play","LAURA",1,0,0,0
"8","Briarwoods",3,24,8,"prologue","MATT","that's sweet. wunderbar!",358.376,361.105,2.72900000000004,5,109.930377427627,NA,"role_play","MATT",0,0,0,1
"9","Briarwoods",3,24,9,"prologue","TALIESIN","i got something. next weekend, september 26 and 27, i'm going to be at a con! in anchorage, alaska.",361.105,373.933,12.828,21,98.2226379794202,NA,"role_play","TALIESIN",1,0,0,0
"10","Briarwoods",3,24,10,"prologue","ORION","that means ""convention"".",373.933,376.522,2.589,4,92.6998841251449,NA,"role_play","ORION",1,0,0,0
"11","Briarwoods",3,24,11,"prologue","TALIESIN","that means moose. i'm so excited. senshi con in anchorage. i'll be there. i know we at least have, like, three fans at the very least in alaska. come on by. i'd love to see you. it'll be awesome.",376.522,397.756,21.234,44,124.328906470755,NA,"role_play","TALIESIN",1,0,0,0
"12","Briarwoods",3,24,12,"prologue","MATT","fantastic. speaking of conventions, guys.",397.756,399.901,2.14500000000004,6,167.832167832165,NA,"role_play","MATT",0,0,0,1
"13","Briarwoods",3,24,13,"prologue","MARISHA","oh man, drop it like it's hot.",399.946,403.514,3.56799999999998,9,151.345291479821,NA,"role_play","MARISHA",1,0,0,0
"14","Briarwoods",3,24,14,"prologue","MATT","for those of you upper east coast folks, we've recently been able to announce that we will be at and running some events at new york comic con in october. all of us, the entire critical role team will be at comic con. we're going to have signing, panel and all kinds of fun stuff throughout the weekend. and we'll be there. and if you're in the area, or if it's drivable, or even if it's not, you should come anyway, cause we'd like to see you. if it's trainable, if it's flyable.",403.514,431.024,27.51,103,224.645583424209,NA,"role_play","MATT",0,0,0,1
"15","Briarwoods",3,24,15,"prologue","TRAVIS","if you steal a horse, steal a horse and ride it.",431.024,434.795,3.77100000000002,12,190.930787589498,NA,"role_play","TRAVIS",1,0,0,0
"16","Briarwoods",3,24,16,"prologue","LAURA","if you want to ride a bear there, i wouldn't judge you.",434.795,437.843,3.048,14,275.590551181102,NA,"role_play","LAURA",1,0,0,0
"17","Briarwoods",3,24,17,"prologue","MARISHA","and what weekend is new york comic con?",437.843,440.768,2.92499999999995,9,184.615384615387,NA,"role_play","MARISHA",1,0,0,0
"18","Briarwoods",3,24,18,"prologue","LIAM","eight, nine, ten, 11.",440.768,444.74,3.97200000000004,5,75.5287009063437,NA,"role_play","LIAM",1,0,0,0
"19","Briarwoods",3,24,19,"prologue","MARISHA","october 8th, 9th, 10th and 11th. so you've got three weeks to prepare.",444.74,449.627,4.887,15,184.162062615101,NA,"role_play","MARISHA",1,0,0,0
"20","Briarwoods",3,24,20,"prologue","MATT","yeah, so excited to be there. excited to see you there. and it'll be a lot of fun. a lot of fun.",449.627,454.773,5.14600000000002,24,279.828993392926,NA,"role_play","MATT",0,0,0,1
"21","Briarwoods",3,24,21,"prologue","LIAM","primarily doing stuff saturday that we know. we're waiting to see what's going on sunday weekend.",454.773,459.887,5.11399999999998,19,222.917481423544,NA,"role_play","LIAM",1,0,0,0
"22","Briarwoods",3,24,22,"prologue","LAURA","saturday is for sure.",459.887,461.261,1.37400000000002,5,218.340611353708,NA,"role_play","LAURA",1,0,0,0
"23","Briarwoods",3,24,23,"prologue","TALIESIN","with more of us than are even here.",461.261,464.452,3.19099999999997,9,169.225947978691,NA,"role_play","TALIESIN",1,0,0,0
"24","Briarwoods",3,24,24,"prologue","TRAVIS","bring your swag. bring your friends.",464.452,466.323,1.87099999999998,7,224.478888295032,NA,"role_play","TRAVIS",1,0,0,0
"25","Briarwoods",3,24,25,"prologue","MARISHA","not even all of us were at san diego. well, we were all there, just not all at one point at one time.",466.357,473.756,7.39899999999994,24,194.620894715504,NA,"role_play","MARISHA",1,0,0,0
"26","Briarwoods",3,24,26,"prologue","TRAVIS","because we were missing sam.",473.756,475.436,1.68000000000001,6,214.285714285713,NA,"role_play","TRAVIS",1,0,0,0
"27","Briarwoods",3,24,27,"prologue","MATT","the first full critical role con appearance. boom.",475.436,481.282,5.846,9,92.3708518645227,NA,"role_play","MATT",0,0,0,1
"28","Briarwoods",3,24,28,"prologue","TRAVIS","the unicorn appears.",481.282,483.103,1.82100000000003,4,131.795716639207,NA,"role_play","TRAVIS",1,0,0,0
"29","Briarwoods",3,24,29,"prologue","ORION","i'm going to get a hot dog.",483.103,485.742,2.63900000000001,9,204.622963243652,NA,"role_play","ORION",1,0,0,0
"30","Briarwoods",3,24,30,"prologue","MATT","orion's going to get a hot dog. awesome. any other announcements? or did you have something, you said?",485.742,497.773,12.031,20,99.7423323082038,NA,"role_play","MATT",0,0,0,1
"31","Briarwoods",3,24,31,"prologue","LAURA","no, i was just so excited about new york comic con, i wanted to be a part of that announcement.",497.773,502.768,4.99499999999995,21,252.252252252255,NA,"role_play","LAURA",1,0,0,0
"32","Briarwoods",3,24,32,"prologue","ORION","i would like to announce that i feel pretty good.",502.768,506.562,3.79400000000004,11,173.958882445966,NA,"role_play","ORION",1,0,0,0
"33","Briarwoods",3,24,33,"prologue","TALIESIN","i'm terrified, personally, but",506.562,509.74,3.178,5,94.3989930774073,NA,"role_play","TALIESIN",1,0,0,0
"34","Briarwoods",3,24,34,"prologue","ORION","i know, but maybe that's why i feel so good.",509.74,512.779,3.03899999999999,12,236.920039486674,NA,"role_play","ORION",1,0,0,0
"35","Briarwoods",3,24,35,"prologue","TALIESIN","you were right. it is awful.",512.779,515.516,2.73699999999997,7,153.452685421997,NA,"role_play","TALIESIN",1,0,0,0
"36","Briarwoods",3,24,36,"prologue","ORION","i'll get shunned for it happening, then i'm like, oh, cool. i don't have to worry about me right now.",515.516,519.901,4.38499999999999,24,328.392246294185,NA,"role_play","ORION",1,0,0,0
"37","Briarwoods",3,24,37,"prologue","MARISHA","so much pressure.",519.901,521.447,1.54600000000005,4,155.239327296243,NA,"role_play","MARISHA",1,0,0,0
"38","Briarwoods",3,24,38,"prologue","LAURA","should we say that we have kit here?",521.447,523.875,2.428,9,222.405271828666,NA,"role_play","LAURA",1,0,0,0
"39","Briarwoods",3,24,39,"prologue","TALIESIN","no, we shouldn't tell them that we have kit here. let's hold that back.",523.875,528.974,5.09900000000005,17,200.039223377131,NA,"role_play","TALIESIN",1,0,0,0
"40","Briarwoods",3,24,40,"prologue","MATT","kit buss is not here.",528.974,530.823,1.84899999999993,6,194.699837750142,NA,"role_play","MATT",0,0,0,1
"41","Briarwoods",3,24,41,"prologue","MARISHA","we also have both of our artists here.",530.823,535.064,4.24099999999999,9,127.328460268805,NA,"role_play","MARISHA",1,0,0,0
"42","Briarwoods",3,24,42,"prologue","LAURA","kit and wendy.",535.064,536.69,1.62600000000009,4,147.601476014752,NA,"role_play","LAURA",1,0,0,0
"43","Briarwoods",3,24,43,"prologue","MATT","kit and wendy.",536.69,538.805,2.1149999999999,4,113.47517730497,NA,"role_play","MATT",0,0,0,1
"44","Briarwoods",3,24,44,"prologue","MARISHA","kit and wendy. come here! but come here!",538.805,544.272,5.4670000000001,9,98.7744649716463,NA,"role_play","MARISHA",1,0,0,0
"45","Briarwoods",3,24,45,"prologue","MATT","there's a 30-second lag.",544.272,547.257,2.9849999999999,7,140.703517587944,NA,"role_play","MATT",0,0,0,1
"46","Briarwoods",3,24,46,"prologue","MATT","we'll eventually have them say hello to everyone, but kit buss, our official critrole artist who did all the original character designs, continues to produce amazing art for this show, is here visiting los angeles for the next week. so she's here on the set and we'll drag her out in front of the camera and embarrass her shortly.",547.398,563.336,15.938,63,237.169029991216,NA,"role_play","MATT",0,0,0,1
"47","Briarwoods",3,24,47,"prologue","TALIESIN","i've been curious precisely how long the lag is, because",563.336,566.216,2.88,11,229.166666666667,NA,"role_play","TALIESIN",1,0,0,0
"48","Briarwoods",3,24,48,"prologue","LAURA","it's about 30 seconds.",566.216,568.114,1.89800000000002,6,189.673340358269,NA,"role_play","LAURA",1,0,0,0
"49","Briarwoods",3,24,49,"prologue","MARISHA","we learned when we killed the carpet.",568.114,570.174,2.05999999999995,8,233.00970873787,NA,"role_play","MARISHA",1,0,0,0
"50","Briarwoods",3,24,50,"prologue","LAURA","yeah.",570.174,573.886,3.71199999999999,2,32.3275862068966,NA,"role_play","LAURA",1,0,0,0
"51","Briarwoods",3,24,51,"prologue","MARISHA","just time that. time that.",573.886,576.651,2.76499999999999,6,130.198915009042,NA,"role_play","MARISHA",1,0,0,0
"52","Briarwoods",3,24,52,"prologue","MATT","i guess also an announcement for all you league players out there: awesome character just got announced called kindred. kind of a two-part thing. that wolf that's the part of kindred sounds pretty cool so you should play it.",576.651,590.792,14.1410000000001,42,178.205218867123,NA,"role_play","MATT",0,0,0,1
"53","Briarwoods",3,24,53,"prologue","TRAVIS","i heard that. it's subtle.",590.792,592.838,2.04599999999994,7,205.278592375373,NA,"role_play","TRAVIS",1,0,0,0
"54","Briarwoods",3,24,54,"prologue","MATT","real subtle. it's a good one. i think that's it, isn't it? i think we're good on announcements, and we can start.",592.838,598.721,5.88300000000004,27,275.369709331972,NA,"role_play","MATT",0,0,0,1
"55","Briarwoods",3,24,55,"prologue","TALIESIN","i feel like we have, do we have an address? address?",598.721,601.385,2.66399999999999,12,270.270270270272,NA,"role_play","TALIESIN",1,0,0,0
"56","Briarwoods",3,24,56,"prologue","MATT","oh, the po box?",601.385,602.96,1.57500000000005,5,190.476190476185,NA,"role_play","MATT",0,0,0,1
"57","Briarwoods",3,24,57,"prologue","TALIESIN","do we have that?",602.96,604.35,1.38999999999999,5,215.827338129499,NA,"role_play","TALIESIN",1,0,0,0
"58","Briarwoods",3,24,58,"prologue","TRAVIS","it's up. yeah, he's got it.",604.35,606.854,2.50400000000002,9,215.654952076676,NA,"role_play","TRAVIS",1,0,0,0
"59","Briarwoods",3,24,59,"prologue","TALIESIN","it's up and in the chat?",606.854,608.42,1.56599999999992,8,306.513409961702,NA,"role_play","TALIESIN",1,0,0,0
"60","Briarwoods",3,24,60,"prologue","MATT","the mods are posting it in the chat.",608.42,610.14,1.72000000000003,9,313.953488372088,NA,"role_play","MATT",0,0,0,1
"61","Briarwoods",3,24,61,"prologue","MATT","the mods got that covered. now diverting all critmas images and the boxes, and we have arrived. our nefarious scanlan",610.14,619.421,9.28100000000006,20,129.296412024565,NA,"role_play","MATT",0,0,0,1
"62","Briarwoods",3,24,62,"prologue","SAM","whoa. were you just talking about me?",619.421,621.289,1.86799999999994,8,256.959314775169,NA,"role_play","SAM",1,0,0,0
"63","Briarwoods",3,24,63,"prologue","MATT","yeah!",621.289,622.347,1.05799999999999,2,113.421550094519,NA,"role_play","MATT",0,0,0,1
"64","Briarwoods",3,24,64,"prologue","SAM","whoa, that's crazy. i was just talking about me, too.",622.347,625.715,3.36800000000005,12,213.776722090258,NA,"role_play","SAM",1,0,0,0
