"","arc","arc_no","episode","turn_number","segment","actor","text","start_turn","end_turn","time_in_sec","word_count","words_per_minute","encounter_count","rp_combat","actor_guest","vox_machina","guest","staff","matt"
"1","Vestiges",5,64,1,"prologue","MATT","hello, everyone, and welcome to tonight's episode of critical role, where a bunch of us nerdy-ass voice actors sit around playing dungeons and dragons and say inappropriate things before the camera starts.",0.093,10.804,10.711,35,196.060125105032,NA,"role_play","MATT",0,0,0,1
"2","Vestiges",5,64,2,"prologue","TRAVIS","every time!",10.804,12.33,1.526,3,117.955439056357,NA,"role_play","TRAVIS",1,0,0,0
"3","Vestiges",5,64,3,"prologue","MATT","anyway, we have back in person our illustrious rogue, vax'ildan.",12.33,19.954,7.624,12,94.4386149003148,NA,"role_play","MATT",0,0,0,1
"4","Vestiges",5,64,4,"prologue","TRAVIS","welcome back, baby!",19.954,22.117,2.163,4,110.957004160888,NA,"role_play","TRAVIS",1,0,0,0
"5","Vestiges",5,64,5,"prologue","MATT","happy to have you back. let's get through our announcements quickly so we can hop into the game, because we have a lot to discuss. a lot of things to see. a lot of places to go. first and foremost, if we can give an awesome shout-out to our sponsor loot crate. once again been awesome to the show. once again, they have their theme this month. sam, did you want to say a thing or two?",22.117,43.727,21.61,80,222.11938917168,NA,"role_play","MATT",0,0,0,1
"6","Vestiges",5,64,6,"prologue","SAM","the theme this month is sam.",43.727,45.237,1.51000000000001,7,278.145695364237,NA,"role_play","SAM",1,0,0,0
"7","Vestiges",5,64,7,"prologue","SAM","it's an odd theme. it's all shirts that i've worn. no, the theme this month for loot crate is the anti-hero. that's part of the loot crate theme and the loot wear theme. not just the box, but the bag as well. but you know what i love?",47.162,62.801,15.639,54,207.1743717629,NA,"role_play","SAM",1,0,0,0
"8","Vestiges",5,64,8,"prologue","MATT","what do you love, sam?",62.801,64.659,1.858,6,193.756727664155,NA,"role_play","MATT",0,0,0,1
"9","Vestiges",5,64,9,"prologue","SAM","i love toys. i love socks. i love shirts. i love posters. i love collectibles. i love pins. i love boxes. and i love deals. and you can get all of those things in combination if you get a subscription to loot crate. if you use lootcrate.com/ that's a forward slash criticalrole, you will be instantly shown a showcase of all the loot crate offerings. and you'll get three, not one, not two, a little less than four, but $3 off a monthly subscription.",64.659,99.943,35.284,88,149.642897630654,NA,"role_play","SAM",1,0,0,0
"10","Vestiges",5,64,10,"prologue","LAURA","it's just the first month. it's just $3 off the very first month.",99.943,104.815,4.872,16,197.044334975369,NA,"role_play","LAURA",1,0,0,0
