"file_name","Time","Character","Type.of.Roll","Total.Value","Natural.Value","Crit.","Damage","X..Kills","Notes","roll"
"15","3:07:16","Vex'ahlia","Inspiration","7",NA,NA,NA,NA,NA,1
"15","3:10:06","Vax'ildan","Attack","20","9",NA,NA,NA,"Keen Dagger",1
"15","3:10:10","Vax'ildan","Damage","10",NA,NA,"10 to Wyvern 3",NA,NA,1
"15","3:10:13","Vax'ildan","Attack","25","15",NA,NA,NA,"Dagger",1
"15","3:10:17","Vax'ildan","Damage","7",NA,NA,"7 to Wyvern 3",NA,NA,1
"15","3:10:22","Vax'ildan","Attack","20","10",NA,NA,"1","Dagger",1
"15","3:10:29","Vax'ildan","Damage","10",NA,NA,"10 to Wyvern 3",NA,NA,1
"15","3:12:56","Tiberius","Attack","22","13",NA,NA,NA,"Telekinesis",1
"15","3:13:15","Tiberius","Damage","10",NA,NA,"10 to Wyvern 1",NA,NA,1
"15","3:14:49","Tiberius","Attack","25","16",NA,NA,NA,"Spell Attack",1
"15","3:15:00","Tiberius","Attack","31","22",NA,NA,NA,"Spell Attack",1
"15","3:15:09","Tiberius","Attack","20","11",NA,NA,NA,"Spell Attack",1
"15","3:15:13","Tiberius","Attack","17","8",NA,NA,NA,"Spell Attack",1
"15","3:16:05","Tiberius","Damage","28","8",NA,"28 to Wyvern 1",NA,NA,1
"15","3:17:15","Grog","Athletics","23","15",NA,NA,NA,NA,1
"15","3:17:19","Grog","Athletics","19","11",NA,NA,NA,NA,1
"15","3:18:05","Grog","Athletics","Unknown","Unknown",NA,NA,NA,"Disregarded due to Advantage",1
"15","3:18:05","Grog","Athletics","24","16",NA,NA,"1","With Advantage",1
"15","3:19:39","Keyleth","Athletics","8","2",NA,NA,NA,NA,1
"15","3:21:52","Scanlan","Cutting Words","10",NA,NA,NA,NA,NA,1
"15","3:23:21","Percy","Attack","10","4",NA,NA,NA,"Pepperbox with Sharpshooter",1
"15","3:23:25","Percy","Attack","22","16",NA,NA,NA,"Pepperbox with Sharpshooter",1
"15","3:23:36","Percy","Attack","Unknown","Unknown",NA,NA,NA,"Pepperbox with Sharpshooter",1
"15","3:23:38","Percy","Attack","19","13",NA,NA,"1","Pepperbox with Sharpshooter, HDYWTDT",1
"15","3:23:52","Percy","Damage","21",NA,NA,"21 (20+1 ice) to Wyvern 1",NA,NA,1
"15","3:24:06","Percy","Damage","26",NA,NA,"26 (25+1 fire) to Wyvern 1",NA,NA,1
"15","3:25:16","Keyleth","Athletics","12","6",NA,NA,NA,NA,1
"15","3:27:17","Grog","Intimidation","Unknown","Unknown",NA,NA,NA,"Disregarded due to Advantage",1
"15","3:27:17","Grog","Intimidation","16","11",NA,NA,NA,"With Advantage",1
"15","3:28:51","Vex'ahlia","Insight","20","14",NA,NA,NA,NA,1
"15","3:28:51","Vax'ildan","Insight","16","14",NA,NA,NA,NA,1
"16","0:12:04","Grog","Beard","38",NA,NA,NA,NA,"Beard growth",1
"16","0:14:55","Grog","Perception","Unknown","Unknown",NA,NA,NA,"Disregarded due to disadvantage",1
"16","0:14:55","Grog","Perception","Nat1","1","Y",NA,NA,"With Disadvantage",1
"16","0:16:08","Keyleth","Nature","20","14",NA,NA,NA,NA,1
"16","0:35:10","Vax'ildan","Insight","18","16",NA,NA,NA,NA,1
"16","0:38:47","Pike","Insight","15","11",NA,NA,NA,NA,1
"16","0:38:44","Vax'ildan","Insight","13","11",NA,NA,NA,NA,1
"16","0:43:25","Vax'ildan","Stealth","23","10",NA,NA,NA,NA,1
"16","0:43:35","Vex'ahlia","Stealth","Nat1","1","Y",NA,NA,NA,1
"16","0:51:40","Keyleth","Perception","20","10",NA,NA,NA,NA,1
"16","0:53:56","Keyleth","Perception","Nat20","20","Y",NA,NA,NA,1
"16","0:56:40","Keyleth","Persuasion","6","6",NA,NA,NA,"Keyleth gets arrested",1
"16","1:15:05","Scanlan","Deception","30","17",NA,NA,NA,NA,1
"16","1:18:45","Vex'ahlia","Persuasion","19","13",NA,NA,NA,NA,1
"16","1:20:58","Vax'ildan","Perception","26","16",NA,NA,NA,NA,1
"16","1:21:05","Vex'ahlia","Perception","25","19",NA,NA,NA,NA,1
"16","1:23:20","Vax'ildan","Perception","Nat1","1","Y",NA,NA,NA,1
"16","1:24:12","Tiberius","Dexterity Save","18","15",NA,"12 Fire to Tiberius",NA,NA,1
"16","1:24:18","Scanlan","Dexterity Save","13","9",NA,"24 Fire to Scanlan",NA,NA,1
"16","1:24:21","Pike","Dexterity Save","3","3",NA,"24 Fire to Pike",NA,NA,1
"16","1:24:23","Vax'ildan","Dexterity Save","26","17",NA,NA,NA,NA,1
"16","1:24:26","Keyleth","Dexterity Save","13","11",NA,"24 Fire to Keyleth",NA,NA,1
"16","1:27:43","Vex'ahlia","Perception","16","10",NA,NA,NA,NA,1
"16","1:27:47","Vax'ildan","Perception","29","19",NA,NA,NA,NA,1
"16","1:29:11","Vax'ildan","Acrobatics","22","9",NA,NA,NA,NA,1
"16","1:29:46","Vax'ildan","Dexterity Save","Unknown","Unknown",NA,NA,NA,"Disregarded due to Luck",1
"16","1:29:46","Vax'ildan","Dexterity Save","Nat20","20","Y",NA,NA,"With Luck",1
"16","1:30:35","Vax'ildan","Acrobatics","Unknown","Unknown",NA,NA,NA,"Disregarded due to Luck",1
"16","1:30:35","Vax'ildan","Acrobatics","18","5",NA,NA,NA,"With Luck",1
"16","1:31:00","Vax'ildan","Dexterity Save","15","6",NA,"40 Crushing to Vax'ildan",NA,NA,1
"16","1:31:41","Vax'ildan","Acrobatics","23","10",NA,NA,NA,NA,1
"16","1:32:27","Vax'ildan","Perception","25","12",NA,NA,NA,NA,1
"16","1:35:43","Vex'ahlia","Attack","35","Unknown",NA,NA,NA,"Arrow on Pillar Celing Off Switch with Inspiration",1
"16","1:36:23","Tiberius","Attack","17","8",NA,NA,NA,"Telekinesis",1
"16","2:00:33","Vex'ahlia","Stealth","31","12",NA,NA,NA,"With Pass Without a Trace",1
"16","2:00:36","Vax'ildan","Stealth","34","11",NA,NA,NA,"With Pass Without a Trace",1
"16","2:05:04","Pike","Initiative","Nat20","20",NA,NA,NA,NA,1
"16","2:05:12","Vex'ahlia","Initiative","23","18",NA,NA,NA,NA,1
"16","2:05:13","Grog","Initiative","21","20","Y",NA,NA,NA,1
"16","2:05:27","Keyleth","Initiative","17","15",NA,NA,NA,NA,1
"16","2:05:30","Tiberius","Initiative","15","12",NA,NA,NA,NA,1
"16","2:05:30","Percy","Initiative","16","8",NA,NA,NA,NA,1
"16","2:05:50","Scanlan","Initiative","7","7",NA,NA,NA,NA,1
"16","2:06:05","Vax'ildan","Initiative","16","11",NA,NA,NA,NA,1
"16","2:07:25","Vex'ahlia","Damage","15",NA,NA,"72 [20 (15+5 HM) to Spider 1, 15 to Spiders 2-4, 
7 (15/2) to Spider 5]",NA,"Conjure Barrage",1
"16","2:09:45","Pike","Attack","12","4",NA,NA,NA,"Spiders 1-4 Grappled",1
"16","2:11:33","Keyleth","Damage","7",NA,NA,"14 (7 to Spiders 2&3)",NA,"Poison Spray",1
"16","2:12:42","Vax'ildan","Attack","16","6",NA,NA,NA,"Dagger of Life-Stealing",1
"16","2:12:49","Vax'ildan","Damage","10",NA,NA,"10 to Spider 2","1",NA,1
"16","2:12:56","Vax'ildan","Attack","27","16",NA,NA,NA,"Keen Dagger",1
"16","2:12:59","Vax'ildan","Damage","10",NA,NA,"10 to Spider 1","1",NA,1
"16","2:13:52","Keyleth","Nature","Nat20","20","Y",NA,NA,NA,1
"16","2:13:57","Vex'ahlia","Nature","8","6",NA,NA,NA,NA,1
"16","2:15:24","Percy","Attack","24","17",NA,NA,NA,"Pepperbox with Sharp Shooter",1
"16","2:15:33","Percy","Damage","18",NA,NA,"18 to Spider 5",NA,NA,1
"16","2:15:52","Percy","Attack","16","9",NA,NA,NA,"Pepperbox Fire Shot with Sharp Shooter",1
"16","2:16:02","Percy","Damage","20",NA,NA,"20 to Spider 5","1",NA,1
"16","2:17:16","Vex'ahlia","Constitution Save","19","19",NA,NA,NA,NA,1
"16","2:17:26","Percy","Constitution Save","Nat1","1","Y","21 Poison to Percy",NA,NA,1
"16","2:19:17","Tiberius","Attack","21","12",NA,"Enough that the spiders immediately die","2","Obelisk of Stone",1
"16","2:20:41","Keyleth","Nature","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"16","2:20:41","Keyleth","Nature","24","18",NA,NA,NA,"With advantage",1
"16","2:22:37","Scanlan","Stealth","9","7",NA,NA,NA,NA,1
"16","2:23:53","Vax'ildan","Perception","14","4",NA,NA,NA,NA,1
"16","2:23:59","Tiberius","Arcana","25","19",NA,NA,NA,NA,1
"16","2:24:01","Percy","Perception","21","14",NA,NA,NA,NA,1
"16","2:24:39","Vex'ahlia","Perception","8","2",NA,NA,NA,NA,1
"16","2:25:03","Vex'ahlia","Stealth","19","10",NA,NA,NA,NA,1
"16","2:27:40","Grog","Stealth","Nat20","20","Y",NA,NA,NA,1
"16","2:29:37","Scanlan","Stealth","17","15",NA,NA,NA,NA,1
"16","2:34:11","Tiberius","Stealth","17","14",NA,NA,NA,NA,1
"16","2:34:23","Pike","Stealth","3","3",NA,NA,NA,NA,1
"16","2:37:11","Vex'ahlia","Damage","22",NA,NA,"22 to two spiders on spikes",NA,"Due to Spike Growth",1
"16","2:38:54","Tiberius","Dexterity","13","10",NA,NA,NA,NA,1
"16","2:38:58","Grog","Dexterity","10","8",NA,NA,NA,NA,1
"16","2:39:04","Pike","Dexterity Save","14","14",NA,NA,NA,NA,1
"16","2:39:01","Vex'ahlia","Dexterity Save",">10","Unknown",NA,NA,NA,NA,1
"16","2:39:01","Percy","Dexterity Save",">10","Unknown",NA,NA,NA,NA,1
"16","2:39:01","Keyleth","Dexterity Save",">10","Unknown",NA,NA,NA,NA,1
"16","2:39:01","Scanlan","Dexterity Save",">10","Unknown",NA,NA,NA,NA,1
"16","2:40:20","Tiberius","Dexterity Save","21","18",NA,NA,NA,"Start of the Skill Challenge",1
"16","2:40:21","Vex'ahlia","Dexterity Save","25","16",NA,NA,NA,NA,1
"16","2:40:22","Percy","Dexterity Save","22","16",NA,NA,NA,NA,1
"16","2:40:24","PIke","Dexterity Save","17","17",NA,NA,NA,NA,1
"16","2:40:24","Vax'ildan","Dexterity Save","26","17",NA,NA,NA,NA,1
"16","2:40:25","Keyleth","Dexterity Save","11","9",NA,NA,NA,NA,1
"16","2:40:25","Grog","Dexterity Save","21","19",NA,NA,NA,NA,1
"16","2:40:28","Scanlan","Dexterity Save","20","16",NA,NA,NA,NA,1
"16","2:42:46","Pike","Wisdom","Nat20","20","Y",NA,NA,NA,1
"16","2:42:51","Tiberius","Wisdom","12","15",NA,NA,NA,NA,1
"16","2:42:55","Keyleth","Wisdom","16","10",NA,NA,NA,NA,1
"16","2:42:56","Scanlan","Wisdom","10","12",NA,NA,NA,NA,1
"16","2:42:56","Grog","Wisdom","2","2",NA,NA,NA,NA,1
"16","2:42:58","Percy","Wisdom","14","11",NA,NA,NA,NA,1
"16","2:43:00","Vex'ahlia","Wisdom","13","11",NA,NA,NA,NA,1
"16","2:43:01","Vax'ildan","Wisdom","9","7",NA,NA,NA,NA,1
"16","2:43:41","Grog","Dexterity Save","12","10",NA,"24 Fire to Grog",NA,"The beard is gone",1
"16","2:46:11","Pike","Healing","25",NA,NA,NA,NA,"Mass Cure Wounds",1
"17","0:23:03","Vax'ildan","Religion","Unknown","Unknown",NA,NA,NA,NA,1
"17","0:23:03","Vex'ahlia","Religion","Unknown","Unknown",NA,NA,NA,NA,1
"17","0:23:03","Grog","Religion","4","6",NA,NA,NA,NA,1
"17","0:23:03","Percy","Religion","Nat20","20","Y",NA,NA,NA,1
"17","0:23:03","Keyleth","Religion","18","16",NA,NA,NA,NA,1
"17","0:23:03","Tibierus","Religion","Nat20","20","Y",NA,NA,NA,1
"17","0:23:03","Scanlan","Religion","Unknown","Unknown",NA,NA,NA,NA,1
"17","0:46:15","Scanlan","Stealth","6","4",NA,NA,NA,NA,1
"17","0:47:42","Grog","Initiative","20","18",NA,NA,NA,NA,1
"17","0:50:25","Grog","Attack","2","2",NA,NA,NA,NA,1
"17","0:50:25","Grog","Attack","19","11",NA,NA,NA,NA,1
"17","0:50:25","Grog","Attack","19","11",NA,NA,NA,NA,1
"17","0:50:50","Grog","Damage","6",NA,NA,"6 to Kern",NA,NA,1
"17","0:50:50","Grog","Damage","5",NA,NA,"5 to Kern",NA,NA,1
"17","0:53:22","Grog","Athletics","22","14",NA,NA,NA,"Kern is knocked prone",1
"17","0:53:41","Grog","Attack","24","16",NA,NA,NA,NA,1
"17","0:54:09","Grog","Damage","6",NA,NA,"6 to Kern",NA,NA,1
"17","0:55:20","Grog","Attack","25","17",NA,NA,NA,NA,1
"17","0:55:20","Grog","Attack","22","14",NA,NA,NA,NA,1
"17","0:55:20","Grog","Attack","17","9",NA,NA,NA,NA,1
"17","0:55:41","Grog","Damage","6",NA,NA,"6 to Kern",NA,NA,1
"17","0:55:45","Grog","Damage","6",NA,NA,"6 to Kern",NA,NA,1
"17","0:56:24","Grog","Athletics/Acrobatics","12","4",NA,NA,NA,NA,1
"17","0:57:26","Grog","Attack","19","11",NA,NA,NA,NA,1
"17","0:57:26","Grog","Attack","21","13",NA,NA,NA,NA,1
"17","0:57:26","Grog","Attack","22","14",NA,NA,NA,NA,1
"17","0:57:50","Grog","Damage","4",NA,NA,"4 to Kern",NA,NA,1
"17","0:57:52","Grog","Damage","6",NA,NA,"6 to Kern",NA,NA,1
"17","0:57:55","Grog","Damage","6",NA,NA,"6 to Kern",NA,NA,1
"17","0:59:46","Scanlan","Deception","18","5",NA,NA,NA,NA,1
"17","1:00:27","Grog","Attack","26","18",NA,NA,NA,NA,1
"17","1:01:14","Grog","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"17","1:01:14","Grog","Attack","25","17",NA,NA,NA,"With advantage",1
"17","1:01:31","Grog","Damage","11",NA,NA,"11 to Kern",NA,NA,1
"17","1:04:34","Grog","Attack","21","13",NA,NA,NA,NA,1
"17","1:04:34","Grog","Attack","20","12",NA,NA,NA,NA,1
"17","1:04:34","Grog","Attack","24","16",NA,NA,NA,NA,1
"17","1:05:14","Grog","Damage","6",NA,NA,"6 to Kern",NA,NA,1
"17","1:05:33","Grog","Damage","5",NA,NA,"5 to Kern",NA,NA,1
"17","1:06:16","Grog","Damage","6",NA,NA,"6 to Kern",NA,NA,1
"17","1:06:57","Grog","Dexterity Save","10","8",NA,NA,NA,"Grog is prone",1
"17","1:07:56","Grog","Attack","24","16",NA,NA,NA,NA,1
"17","1:07:56","Grog","Attack","17","9",NA,NA,NA,NA,1
"17","1:07:56","Grog","Attack","22","14",NA,NA,NA,NA,1
"17","1:08:14","Grog","Damage","6",NA,NA,"6 to Kern",NA,NA,1
"17","1:08:46","Grog","Damage","5",NA,NA,"5 to Kern",NA,NA,1
"17","1:10:19","Grog","Attack","Unknown","Unknown",NA,NA,NA,NA,1
"17","1:10:19","Grog","Attack","12","4",NA,NA,NA,NA,1
"17","1:10:19","Grog","Attack","24","16",NA,NA,NA,NA,1
"17","1:11:45","Grog","Damage","6",NA,NA,"6 to Kern",NA,NA,1
"17","1:13:14","Grog","Attack","24","16",NA,NA,NA,NA,1
"17","1:13:14","Grog","Attack","22","14",NA,NA,NA,NA,1
"17","1:13:14","Grog","Attack","19","11",NA,NA,NA,NA,1
"17","1:13:35","Grog","Damage","5",NA,NA,"5 to Kern",NA,NA,1
"17","1:13:37","Grog","Damage","6",NA,NA,"6 to Kern",NA,NA,1
"17","1:13:38","Grog","Damage","6",NA,NA,"6 to Kern",NA,NA,1
"17","1:18:18","Scanlan","Deception","16","14",NA,NA,NA,NA,1
"17","1:51:12","Grog","Beard Check","99",NA,NA,NA,NA,NA,1
"17","2:05:06","Vex'ahlia","Survival","Nat20","20","Y",NA,NA,NA,1
"17","2:05:55","Percy","Investigation","13","10",NA,NA,NA,NA,1
"17","2:06:53","Keyleth","Nature","21","15",NA,NA,NA,NA,1
"17","2:08:50","Vax'ildan","Perception","21","11",NA,NA,NA,NA,1
"17","2:08:50","Vex'ahlia","Perception","25","19",NA,NA,NA,NA,1
"17","2:10:37","Vex'ahlia","Tracking","18","12",NA,NA,NA,NA,1
"17","2:11:32","Vex'ahlia","Perception","18","12",NA,NA,NA,NA,1
"17","2:11:32","Percy","Perception","21","14",NA,NA,NA,NA,1
"17","2:11:32","Grog","Perception","12","5",NA,NA,NA,NA,1
"17","2:14:30","Vax'ildan","Stealth","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"17","2:14:30","Vax'ildan","Stealth","30","17",NA,NA,NA,"With advantage",1
"17","2:14:30","Vex'ahlia","Stealth","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"17","2:14:30","Vex'ahlia","Stealth","Nat20","20","Y",NA,NA,"With advantage",1
"17","2:14:30","Grog","Stealth","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"17","2:14:30","Grog","Stealth","15","13",NA,NA,NA,"With advantage",1
"17","2:14:30","Percy","Stealth","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"17","2:14:30","Percy","Stealth","15","9",NA,NA,NA,"Disregarded due to advantage",1
"17","2:14:30","Keyleth","Stealth","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"17","2:14:30","Keyleth","Stealth","25","18",NA,NA,NA,"With advantage",1
"17","2:14:30","Tibierus","Stealth","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"17","2:14:30","Tibierus","Stealth","18","9",NA,NA,NA,"With advantage",1
"17","2:14:30","Scanlan","Stealth","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"17","2:14:30","Scanlan","Stealth","16","10",NA,NA,NA,"With advantage",1
"17","2:14:30","Trinket","Stealth","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"17","2:14:30","Trinket","Stealth","18","18",NA,NA,NA,"With advantage",1
"17","2:19:30","Tibierus","Investigation","21","19",NA,NA,NA,NA,1
"17","2:22:27","Vax'ildan","Attack","17","6",NA,NA,NA,"Dagger",1
"17","2:22:27","Vax'ildan","Attack","Nat1","1","Y",NA,NA,"Dagger",1
"17","2:22:27","Vax'ildan","Attack","27","17",NA,NA,NA,"Poison Dagger Sneak Attack",1
"17","2:22:34","Vax'ildan","Damage","42",NA,NA,"42 (10+17 SA+15 Poison) to Hydra",NA,NA,1
"17","2:27:52","Vex'ahlia","Attack","16","5",NA,NA,NA,"Hail of Thorns",1
"17","2:28:30","Vex'ahlia","Attack","17","6",NA,NA,NA,"Disregarded because does not get 2nd action",1
"17","2:28:51","Vex'ahlia","Athletics","6","4",NA,NA,NA,NA,1
"17","2:29:48","Scanlan","Damage","19",NA,NA,"29 Lightning to Hydra",NA,"Lightning bolt",1
"17","2:31:16","Percy","Attack","Unknown","Unknown",NA,NA,NA,"Pepperbox Misfire",1
"17","2:32:09","Grog","Attack","24","16",NA,NA,NA,"Great Axe",1
"17","2:32:09","Grog","Attack","16","8",NA,NA,NA,"Great Axe",1
"17","2:32:28","Grog","Damage","17",NA,NA,"17 to Hydra",NA,NA,1
"17","2:32:53","Tibierus","Initiative","22","19",NA,NA,NA,NA,1
"17","2:33:02","Vex'ahlia","Initiative","19","14",NA,NA,NA,NA,1
"17","2:33:03","Scanlan","Initiative","16","16",NA,NA,NA,NA,1
"17","2:33:11","Percy","Initiative","13","5",NA,NA,NA,NA,1
"17","2:33:11","Grog","Initiative","13","11",NA,NA,NA,NA,1
"17","2:33:20","Vax'ildan","Initiative","12","7",NA,NA,NA,NA,1
"17","2:33:20","Keyleth","Initiative","4","2",NA,NA,NA,NA,1
"17","2:35:17","Tibierus","Arcana","14","8",NA,NA,NA,NA,1
"17","2:35:35","Tibierus","Arcana","Nat20","20","Y","28 (14 to 2 heads) to Hydra",NA,"Hydra is grappled",1
"17","2:39:15","Vex'ahlia","Attack","Nat1","1","Y",NA,NA,"Exploding Arrow",1
"17","2:39:56","Vex'ahlia","Dexterity Save","Nat20","20","Y","19 (38/2) Fire to Vex'ahlia",NA,NA,1
"17","2:41:21","Trinket","Attack","16","7",NA,NA,NA,"Claw Attack",1
"17","2:41:21","Trinket","Attack","19","10",NA,NA,NA,"Bite Attack",1
"17","2:41:44","Trinket","Damage","13",NA,NA,"13 to Hydra",NA,NA,1
"17","2:41:53","Trinket","Damage","5",NA,NA,"5 to Hydra",NA,"Hunter's Mark",1
"17","2:43:00","Scanlan","Attack","21","11",NA,NA,NA,"Bigby's Hand",1
"17","2:43:11","Scanlan","Damage","23",NA,NA,"23 Force to Hydra",NA,NA,1
"17","2:45:47","Percy","Wisdom Save","Nat1","1","Y",NA,NA,NA,1
"17","2:48:31","Percy","Wisdom Save","Nat20","20","Y",NA,NA,NA,1
"17","2:48:55","Grog","Attack","24","16",NA,NA,NA,"Great Axe",1
"17","2:48:55","Grog","Attack","20","12",NA,NA,NA,"Great Axe",1
"17","2:49:07","Grog","Damage","19",NA,NA,"19 to Hydra",NA,NA,1
"17","2:49:13","Grog","Damage","11",NA,NA,"11 to Hydra",NA,NA,1
"17","2:50:15","Vax'ildan","Attack","28","17",NA,NA,NA,"Keen Dagger",1
"17","2:50:26","Vax'ildan","Damage","33",NA,NA,"33 (9+24 SA) to Hydra",NA,NA,1
"17","2:50:45","Vax'ildan","Attack","19","9",NA,NA,NA,"Flame-Tongue Dagger",1
"17","2:50:54","Vax'ildan","Damage","10",NA,NA,"10 (4+6 Fire) to Hydra",NA,NA,1
"17","2:50:15","Vax'ildan","Attack","26","16",NA,NA,NA,"Venom Dagger",1
"17","2:51:03","Vax'ildan","Damage","10",NA,NA,"10 to Hydra",NA,NA,1
"17","2:52:48","Keyleth","Damage","21",NA,NA,"21 Lightning to Hydra",NA,"Call Lightning",1
"17","2:54:30","Tibierus","Damage","41",NA,NA,"41 Fire to Hydra",NA,"Fireball",1
"17","2:54:48","Tibierus","Damage","39",NA,NA,"39 Fire to Hydra","1","Fireball",1
"17","2:55:31","Vax'ildan","Dexterity Save","17","8",NA,NA,NA,"Uses Rogue's Evasion",1
"17","2:55:42","Vax'ildan","Dexterity Save","Unknown","Unknown",NA,"18 (39/2) Fire to Vax'ildan",NA,NA,1
"17","2:57:25","Grog","Dexterity Save","18","16",NA,"22 (41/2) Fire to Grog",NA,NA,1
"17","2:57:23","Grog","Inspiration","2",NA,NA,NA,NA,NA,1
"17","2:57:38","Grog","Dexterity Save","9","7",NA,"39 Fire to Grog",NA,NA,1
"17","2:58:12","Trinket","Dexterity Save","17","17",NA,"22 (41/2) Fire to Trinket",NA,NA,1
"17","2:58:37","Trinket","Dexterity Save","7","7",NA,"39 Fire to Trinket",NA,"Trinket is unconscious",1
"17","2:59:03","Others","Dexterity Save",NA,NA,NA,"141 (80 Fire to 4, 61 Fire to 1) Fire to Others",NA,NA,1
"18","0:14:04","Percy","Investigation","16","13",NA,NA,NA,NA,1
"18","0:14:31","Percy","Inspiration","3","--",NA,NA,NA,NA,1
"18","0:16:19","Percy","Tinkering","29","19",NA,NA,NA,"Prof (4) + Dex (6)",1
"18","0:22:37","Percy","Insight","10","7",NA,NA,NA,NA,1
"18","0:45:50","Grog","Percentile","33",NA,NA,NA,NA,"Beard check",1
"18","0:49:40","Grog","Religion","Unknown","Unknown",NA,NA,NA,"Scanlan's roll gave them full info",1
"18","0:49:40","Lyra","Religion","Unknown","Unknown",NA,NA,NA,"Scanlan's roll gave them full info",1
"18","0:49:40","Percy","Religion","22","19",NA,NA,NA,NA,1
"18","0:49:40","Scanlan","Religion","23","19",NA,NA,NA,NA,1
"18","0:49:40","Vex'ahlia","Religion","13","11",NA,NA,NA,NA,1
"18","0:49:40","Zahra","Religion","Unknown","Unknown",NA,NA,NA,"Scanlan's roll gave them full info",1
"18","0:50:50","Grog","Investigation","6","8",NA,NA,NA,NA,1
"18","0:50:50","Lyra","Investigation","21","16",NA,NA,NA,NA,1
"18","0:50:50","Percy","Investigation","17","14",NA,NA,NA,NA,1
"18","0:50:50","Scanlan","Investigation","22","16",NA,NA,NA,NA,1
"18","0:50:50","Vex'ahlia","Investigation","20","18",NA,NA,NA,NA,1
"18","0:50:50","Zahra","Investigation","17","15",NA,NA,NA,NA,1
"18","0:57:06","Vex'ahlia","Insight","17","11",NA,NA,NA,NA,1
"18","0:58:09","Vex'ahlia","Perception","24","18",NA,NA,NA,NA,1
"18","1:14:44","Grog","Athletics","16","8",NA,NA,NA,NA,1
"18","1:21:48","Grog","Perception","16","16",NA,NA,NA,NA,1
"18","1:34:50","Grog","Initiative","16","14",NA,NA,NA,NA,1
"18","1:34:50","Lyra","Initiative","4","6",NA,NA,NA,NA,1
"18","1:34:50","Percy","Initiative","16","8",NA,NA,NA,NA,1
"18","1:34:50","Scanlan","Initiative","8","8",NA,NA,NA,NA,1
"18","1:34:50","Vex'ahlia","Initiative","8","3",NA,NA,NA,NA,1
"18","1:34:50","Zahra","Initiative","5","5",NA,NA,NA,NA,1
"18","1:37:32","Grog","Attack","26","18",NA,NA,NA,"Great Axe",1
"18","1:37:32","Grog","Attack","25","17",NA,NA,NA,"Great Axe",1
"18","1:37:41","Grog","Damage","10","--",NA,"10 to Direwolf",NA,NA,1
"18","1:37:41","Grog","Damage","18",NA,NA,"18 to Direwolf",NA,NA,1
"18","1:40:35","Scanlan","Other","2",NA,NA,NA,NA,"Cutting Words reaction",1
"18","1:43:10","Percy","Attack","28","16",NA,NA,NA,"Pepperbox Leg Shot",1
"18","1:43:53","Percy","Damage","15","--",NA,"15 (12+3 Fire) to Ogrillon",NA,NA,1
"18","1:44:13","Percy","Attack","Nat20","20","Y",NA,NA,"Pepperbox Sharpshooter with advantage",1
"18","1:44:13","Percy","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"18","1:44:50","Percy","Damage","30","--",NA,"30 to Ogrillon",NA,NA,1
"18","1:46:04","Percy","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"18","1:46:04","Percy","Attack","23","16",NA,NA,NA,"Pepperbox Sharpshooter with Advantage",1
"18","1:46:11","Percy","Damage","21","--",NA,"21 to Ogrillon","1",NA,1
"18","1:46:50","Percy","Attack","Nat20","20","Y",NA,NA,NA,1
"18","1:47:23","Percy","Damage","32","--",NA,"32 to Orc 3",NA,NA,1
"18","1:48:27","Grog","Attack","22","14",NA,NA,NA,"Great Axe",1
"18","1:48:27","Grog","Attack","23","15",NA,NA,NA,"Great Axe",1
"18","1:48:27","Grog","Attack","26","18",NA,NA,NA,"Great Axe",1
"18","1:48:40","Grog","Damage","15","--",NA,"15 to Orc 1",NA,NA,1
"18","1:48:40","Grog","Damage","12","--",NA,"12 to Direwolf","1",NA,1
"18","1:48:40","Grog","Damage","17","--",NA,"17 to Orc 5",NA,NA,1
"18","1:54:55","Vex'ahlia","Attack","19","8",NA,NA,NA,NA,1
"18","1:55:21","Vex'ahlia","Damage","17","--",NA,"17 to Orc 3",NA,"Arrow through Blazing Bowstring",1
"18","1:56:02","Trinket","Attack","22","13",NA,NA,NA,"Claw Attack",1
"18","1:56:02","Trinket","Attack","16","7",NA,NA,NA,"Bite Attack",1
"18","1:56:40","Vex'ahlia","Damage","4","--",NA,"4 to Orc 3",NA,"Hunter's Mark",1
"18","1:56:45","Trinket","Damage","11","--",NA,"11 to Orc 3",NA,NA,1
"18","1:56:45","Trinket","Damage","12","--",NA,"12 to Orc 3","1",NA,1
"18","1:59:11","Zahra","Attack","24","13",NA,NA,NA,"Agonizing Blast",1
"18","1:59:11","Zahra","Attack","30","19",NA,NA,NA,"Agonizing Blast",1
"18","1:59:11","Zahra","Attack","21","10",NA,NA,NA,"Agonizing Blast",1
