"file_name","Time","Character","Type.of.Roll","Total.Value","Natural.Value","Crit.","Damage","X..Kills","Notes","roll"
"44","2:23:00","Vax'ildan","Dexterity Save","22","12",NA,NA,NA,NA,1
"44","2:24:05","Vex'ahlia","Investigation","10","8",NA,NA,NA,NA,1
"44","2:24:15","Vax'ildan","Investigation","13","10",NA,NA,NA,NA,1
"44","2:24:58","Scanlan","Investigation","30","24",NA,NA,NA,"Used intimidation bonus?",1
"44","2:28:22","Scanlan","Dexterity","5","5",NA,NA,NA,"Disregarded due to advantage",1
"44","2:28:22","Scanlan","Dexterity","13","13",NA,NA,NA,"With advantage",1
"44","2:32:03","Vax'ildan","Perception","22","10",NA,NA,NA,"Possible RT use",1
"44","2:34:41","Vax'ildan","Acrobatics","33","18",NA,NA,NA,NA,1
"44","2:35:01","Vax'ildan","Perception","31","19",NA,NA,NA,NA,1
"44","2:35:52","Zahra","Religion","20","18",NA,NA,NA,NA,1
"44","2:37:07","Percy","Acrobatics","14","4",NA,NA,NA,NA,1
"44","2:37:08","Vex'ahlia","Acrobatics","31","16",NA,NA,NA,NA,1
"44","2:37:30","Keyleth","Acrobatics","20","18",NA,NA,NA,NA,1
"44","2:37:30","Kashaw","Acrobatics","20","18",NA,NA,NA,NA,1
"44","2:37:32","Scanlan","Acrobatics","15","11",NA,NA,NA,NA,1
"44","2:37:33","Grog","Acrobatics","Nat1","1",NA,NA,NA,NA,1
"44","2:37:50","Trinket","Acrobatics","2","2",NA,NA,NA,"Rolled by Matt",1
"44","2:38:33","Grog","Dexterity Save","17","15",NA,NA,NA,"Disregarded due to disadvantage",1
"44","2:38:33","Grog","Dexterity Save","11","9",NA,NA,NA,"With disadvantage",1
"44","2:39:15","Trinket","Attack","4","4",NA,"4 Slashing to Grog",NA,"Rolled by Matt",1
"44","2:40:09","Vex'ahlia","Investigation","Unknown","Unknown",NA,NA,NA,"Disregarded due to disadvantage",1
"44","2:40:09","Vex'ahlia","Investigation","16","14",NA,NA,NA,"With disadvantage",1
"44","2:40:56","Vax'ildan","Acrobatics","33","18",NA,NA,NA,NA,1
"44","2:40:59","Zahra","Perception","10","8",NA,NA,NA,NA,1
"44","2:42:01","Grog","Perception","Unknown","Unknown",NA,NA,NA,"""Bad""",1
"44","2:42:07","Scanlan","Perception","12","12",NA,NA,NA,NA,1
"44","2:42:37","Vex'ahlia","Stealth","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"44","2:42:37","Vex'ahlia","Stealth","30","10",NA,NA,NA,"With Pass Without a Trace with advantage",1
"44","2:42:42","Vax'ildan","Stealth","35","10",NA,NA,NA,"With Pass Without a Trace, possible RT use",1
"44","2:47:26","Vex'ahlia","Stealth","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"44","2:47:37","Vex'ahlia","Stealth","35","15",NA,NA,NA,"With Pass Without a Trace with advantage",1
"44","2:48:42","Vax'ildan","Stealth","29","14",NA,NA,NA,NA,1
"44","2:48:54","Vex'ahlia","Initiative","21","14",NA,NA,NA,NA,1
"44","2:49:00","Kashaw","Initiative","19","17",NA,NA,NA,NA,1
"44","2:49:00","Vax'ildan","Initiative","19","14",NA,NA,NA,NA,1
"44","2:49:02","Grog","Initiative","17","15",NA,NA,NA,NA,1
"44","2:49:03","Scanlan","Initiative","17","15",NA,NA,NA,NA,1
"44","2:49:23","Zahra","Initiative","5","5",NA,NA,NA,NA,1
"44","2:49:27","Percy","Initiative","12","4",NA,NA,NA,NA,1
"44","2:49:41","Keyleth","Initiative","4","2",NA,NA,NA,NA,1
"44","2:50:29","Vex'ahlia","Attack","28","16",NA,NA,NA,"Lightning Arrow",1
"44","2:51:41","Vex'ahlia","Damage","29",NA,NA,"29 Lightning to KT Archpriest",NA,NA,1
"44","2:52:00","Vex'ahlia","Damage","13",NA,NA,"13 Lightning to KT2, 6 (13/2) Lightning to KT1",NA,NA,1
"44","2:54:07","Vax'ildan","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"44","2:54:07","Vax'ildan","Attack","28","16",NA,NA,NA,"Dagger Sneak Attack with advantage",1
"44","2:54:14","Vax'ildan","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"44","2:54:14","Vax'ildan","Attack","14","3",NA,NA,NA,"Dagger with advantage",1
"44","2:54:19","Vax'ildan","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"44","2:54:19","Vax'ildan","Attack","27","17",NA,NA,NA,"Dagger with advantage",1
"44","2:54:35","Vax'ildan","Damage","41",NA,NA,"41 (4+7+31 SA) to KT AP",NA,NA,1
"44","2:54:37","Vax'ildan","Damage","10",NA,NA,"10 to KT AP",NA,NA,1
"44","2:54:40","Vax'ildan","Damage","8",NA,NA,"8 to KT AP",NA,NA,1
"44","2:57:42","Kashaw","Damage","24",NA,NA,"24 (12 Fire+12 Radiant) to KT AP, KT2, KT3","3","Flame Strike (5th level)",1
"44","3:00:36","Percy","Dexterity Save","19","13",NA,NA,NA,"Against Disintegration",1
"44","3:01:26","Grog","Dexterity Save","19","17",NA,NA,NA,"Against Petrification",1
"44","3:03:28","Grog","Attack","12","2",NA,NA,NA,"Craven Edge",1
"44","3:03:35","Grog","Attack","17","7",NA,NA,NA,"Craven Edge",1
"44","3:05:24","Scanlan","Damage","30",NA,NA,"30 Lightning to Beholder",NA,"Lightning Bolt",1
"44","3:08:24","Percy","Attack","15","6",NA,NA,NA,"Pistol (Head Shot)",1
"44","3:08:44","Percy","Attack","20","11",NA,NA,NA,"Pistol (Head Shot)",1
"44","3:08:56","Percy","Damage","8",NA,NA,"8 Piercing to Beholder",NA,NA,1
"44","3:09:51","Percy","Attack","31","22",NA,NA,NA,"Pistol, incorrect mod?",1
"44","3:09:56","Percy","Damage","8",NA,NA,"8 Piercing to KT1",NA,NA,1
"44","3:13:30","Keyleth","Dexterity","2","2",NA,NA,NA,NA,1
"44","3:14:09","Keyleth","Damage","33",NA,NA,"33 Necrotic to Beholder",NA,"Blight",1
"44","3:17:20","Scanlan","Dexterity Save","5","1",NA,"55 Necrotic to Scanlan",NA,"Against Death, Unannounced Nat1?",1
"44","3:20:53","Zahra","Attack","20","9",NA,NA,NA,"Witch Bolt",1
"44","3:21:39","Zahra","Damage","26",NA,NA,"26 Lightning to Beholder",NA,NA,1
"44","3:24:24","Grog","Constitution Save","20","10",NA,NA,NA,"Against Paralyzing",1
"44","3:25:46","Vax'ildan","Stealth","Unknown","Unknown",NA,NA,NA,"Disregarded due to Luck",1
"44","3:25:46","Vax'ildan","Stealth","25","10",NA,NA,NA,"With Luck, possible RT use",1
"44","3:25:53","Vax'ildan","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"44","3:25:53","Vax'ildan","Attack","30","18",NA,NA,NA,"Dagger Sneak Attack",1
"44","3:26:05","Vax'ildan","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"44","3:26:05","Vax'ildan","Attack","28","17",NA,NA,NA,"Dagger",1
"44","3:26:26","Vax'ildan","Damage","27",NA,NA,"27 to Beholder",NA,NA,1
"44","3:26:30","Vax'ildan","Damage","10",NA,NA,"10 to Beholder",NA,NA,1
"44","3:27:53","Kashaw","Intelligence","12","9",NA,NA,NA,NA,1
"44","3:31:29","Zahra","Constitution Save","18","16",NA,NA,NA,"Against Paralyzing with inspiration",1
"44","3:31:54","Kashaw","Wisdom Save","20","12",NA,NA,NA,"Against Sleep",1
"44","3:32:19","Zahra","Dexterity Save","17","17",NA,NA,NA,"Against Disintegrating",1
"44","3:33:46","Scanlan","Constitution Save","20","18",NA,NA,NA,"Against Telekinesis",1
"44","3:34:31","Grog","Attack","23","13",NA,NA,NA,"Craven Edge (thrown)",1
"44","3:34:40","Grog","Damage","19",NA,NA,"19 to Beholder",NA,"Grog gains 1 Strength",1
"44","3:34:58","Grog","Athletics","8","0",NA,NA,NA,"Incorrect math or mod",1
"44","3:37:00","Scanlan","Damage","30",NA,NA,"15 (30/2) Fire to Beholder",NA,"Wand of Fireballs",1
"44","3:38:27","Percy","Attack","19","9",NA,NA,NA,"Sword",1
"44","3:38:35","Percy","Damage","10",NA,NA,"10 to KT1","1",NA,1
"44","3:41:28","Percy","Attack","18","Unknown",NA,NA,NA,"Bad News Sharpshooter with inspiration",1
"44","3:41:53","Percy","Damage","28",NA,NA,"28 to Beholder",NA,NA,1
"44","3:42:32","Grog","Dexterity Save","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"44","3:42:32","Grog","Dexterity Save","21","19",NA,NA,NA,"With advantage against Death",1
"44","3:44:10","Keyleth","Strength","7","5",NA,NA,NA,NA,1
"44","3:45:07","Kashaw","Dexterity Save","21","16",NA,NA,NA,"Against Death",1
"44","3:46:37","Zahra","Attack","23","12",NA,NA,NA,"Eldritch Blast with Agonizing Blast",1
"44","3:46:45","Zahra","Attack","13","2",NA,NA,NA,"Eldritch Blast with Agonizing Blast",1
"44","3:46:50","Zahra","Attack","Nat1","1","Y",NA,NA,"Eldritch Blast with Agonizing Blast",1
"44","3:47:05","Zahra","Damage","11",NA,NA,"11 to Beholder",NA,NA,1
"44","3:48:01","Vex'ahlia","Attack","29","17",NA,NA,NA,"Arrow",1
"44","3:48:08","Vex'ahlia","Attack","20","8",NA,NA,NA,"Arrow",1
"44","3:48:24","Vex'ahlia","Damage","5",NA,NA,"5 to Beholder",NA,NA,1
"44","3:48:26","Vex'ahlia","Damage","10",NA,NA,"10 to Beholder",NA,NA,1
"44","3:49:33","Scanlan","Constitution Save","17","15",NA,"16 (32/2) Necrotic to Scanlan",NA,"Against Envervate",1
"44","3:50:37","Vex'ahlia","Attack","22","10",NA,NA,NA,"LBoSS",1
"44","3:50:43","Vex'ahlia","Attack","20","8",NA,NA,NA,"LBoSS",1
"44","3:50:52","Vex'ahlia","Attack","16","4",NA,NA,NA,"LBoSS",1
"44","3:51:10","Vex'ahlia","Damage","16",NA,NA,"16 Lightning to Beholder",NA,NA,1
"44","3:51:15","Vex'ahlia","Damage","14",NA,NA,"14 Lightning to Beholder",NA,NA,1
"44","3:51:31","Vex'ahlia","Attack","17","5",NA,NA,NA,"Arrow through Blazing Bowstring",1
"44","3:53:25","Vax'ildan","Dexterity Save","30","20",NA,NA,NA,"Against goo tentacles, unannounced Nat20?",1
"44","3:53:45","Vax'ildan","Stealth","25","10",NA,NA,NA,"Possible RT use",1
"44","3:54:20","Vax'ildan","Attack","21","9",NA,NA,NA,"Dagger",1
"44","3:54:26","Vax'ildan","Attack","17","6",NA,NA,NA,"Dagger",1
"44","3:54:31","Vax'ildan","Damage","9",NA,NA,"9 to Beholder",NA,NA,1
"44","3:54:54","Kashaw","Dexterity Save","10","8",NA,NA,NA,"Against goo tentacles, Kashaw is grappled",1
"44","3:56:16","Kashaw","Damage","26",NA,NA,"13 (7 Fire+6 Radiant) to Beholder",NA,"Flame Strike (6th level)",1
"44","3:58:00","Kashaw","Constitution Save","9","6",NA,NA,NA,"Against Paralyze, Kashaw is paralyzed",1
"44","3:58:31","Vex'ahlia","Dexterity Save","21","11",NA,NA,NA,"Against Disintegration",1
"44","3:59:36","Grog","Athletics","23","15",NA,NA,NA,NA,1
"44","4:00:15","Grog","Dexterity Save","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"44","4:00:15","Grog","Dexterity Save","19","17",NA,NA,NA,"Against goo tentacles with advantage",1
"44","4:00:48","Vex'ahlia","Dexterity Save","14","4",NA,"55 Necrotic to Vex'ahlia",NA,"Against Death",1
"44","4:02:42","Scanlan","Strength","23","15",NA,NA,NA,"Bigby's Hand strength",1
"44","4:03:40","Grog","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"44","4:03:40","Grog","Attack","19","14",NA,NA,NA,"Craven Edge GWM Reckless Attack",1
"44","4:03:47","Grog","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"44","4:03:47","Grog","Attack","22","17",NA,NA,NA,"Craven Edge GWM Reckless Attack",1
"44","4:04:05","Grog","Damage","36",NA,NA,"36 to Beholder",NA,"Grog gains 1 Strength",1
"44","4:04:19","Grog","Damage","40",NA,NA,"40 to Beholder",NA,"Grog gains 1 Strength",1
"44","4:06:33","Scanlan","Constitution Save","13","11",NA,"36 Necrotic to Scanlan",NA,"Against Enervate",1
"44","4:07:18","Percy","Attack","20+","18",NA,NA,NA,"Bad News Sharpshooter",1
"44","4:07:31","Percy","Damage","21",NA,NA,"21 to Beholder",NA,NA,1
"44","4:07:43","Percy","Attack","23","15",NA,NA,NA,"Bad News Sharpshooter",1
"44","4:07:53","Percy","Damage","36",NA,NA,"36 to Beholder",NA,NA,1
"44","4:08:16","Percy","Attack","Nat13","13",NA,NA,NA,"Bad News Sharpshooter",1
"44","4:08:21","Percy","Damage","26",NA,NA,"26 to Beholder",NA,NA,1
"44","4:09:36","Vex'ahlia","Dexterity Save","23","13",NA,NA,NA,NA,1
"44","4:10:30","Keyleth","Attack","14","6",NA,NA,NA,"Slam Attack (Earth Elemental)",1
"44","4:10:47","Keyleth","Damage","24",NA,NA,"24 to Ceiling",NA,NA,1
"44","4:11:22","Keyleth","Athletics","18","13",NA,"6 Fall to Keyleth",NA,"Beholder is brought to the ground",1
"44","4:14:48","Zahra","Attack","Nat20","20","Y",NA,NA,"Witch Bolt",1
"44","4:15:42","Zahra","Damage","72",NA,NA,"72 to Beholder","1","HDYWTDT",1
"44","4:21:05","Vax'ildan","Investigation","15","12",NA,NA,NA,"Checking the Beholder Pit",1
"44","4:22:15","Grog","Insight","5","5",NA,NA,NA,"Kima OWNED that fall",1
"44","4:23:17","Vex'ahlia","Investigation","Unknown","Unknown",NA,NA,NA,"Interrupted by Percy removing the armor",1
"44","4:23:35","Vex'ahlia","Dexterity Save","Nat1","1",NA,"56 Necrotic to Vex'ahlia",NA,"Vex'ahlia is dead",1
"44","4:23:45","Trinket","Dexterity Save","6","6",NA,"56 Necrotic to Trinket",NA,NA,1
"44","4:24:18","Percy","Dexterity Save","21","15",NA,NA,NA,NA,1
"44","4:28:48","Percy","Intelligence","6","3",NA,NA,NA,"Contribution to Vex's resurrection (fail)",1
"44","4:29:50","Zahra","Arcana","17","15",NA,NA,NA,"Contribution to Vex's resurrection (success)",1
"44","4:30:45","Vax'ildan","Persuasion","Unknown","Unknown",NA,NA,NA,"vs. The Raven Queen, with advantage",1
"44","4:30:45","Vax'ildan","Persuasion","11","9",NA,NA,NA,"vs. The Raven Queen, with advantage (success)",1
"44","4:38:40","Kashaw","Religion","10","3",NA,NA,NA,"Checking the runes",1
"44","4:40:11","Scanlan","Arcana","23","17",NA,NA,NA,"Checking the armor and the sarcophagus",1
"45","0:27:21","Percy","Religion","11","8",NA,NA,NA,NA,1
"45","0:32:35","Vex'ahlia","Healing","Unknown","5",NA,NA,NA,"Cure Wounds",1
"45","0:59:45","Percy","Tinkering","16","5",NA,NA,NA,"With dex mod, Creates 40 bullets",1
"45","1:00:49","Percy","Tinkering","23","15",NA,NA,NA,"With intel mod, Creates Explosive Siege Arrow",1
"45","1:08:38","Vax'ildan","Stealth","25","10",NA,NA,NA,"Possible RT use",1
"45","1:08:39","Vex'ahlia","Perception","22","9",NA,NA,NA,NA,1
"45","1:10:37","Vax'ildan","Perception","22","10",NA,NA,NA,"Possible RT use",1
"45","1:43:47","Vex'ahlia","Stealth","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"45","1:43:47","Vex'ahlia","Stealth","Nat20","20",NA,NA,NA,"With advantage",1
"45","1:43:50","Vax'ildan","Stealth","25","10",NA,NA,NA,"Possible RT use",1
"45","1:47:45","Vex'ahlia","Stealth","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"45","1:47:45","Vex'ahlia","Stealth","19","9",NA,NA,NA,"With advantage",1
"45","1:48:38","Percy","Animal Handling","10","7",NA,"6 Piercing to Percy",NA,NA,1
"45","1:55:06","Grog","Animal Handling","20","15",NA,NA,NA,NA,1
"45","2:02:29","Keyleth","Animal Handling","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"45","2:02:29","Keyleth","Animal Handling","22","16",NA,NA,NA,"With advantage",1
"45","2:19:10","Vax'ildan","Investigation","21","18",NA,NA,NA,NA,1
"45","2:20:43","Vax'ildan","Perception","22","10",NA,NA,NA,"Possible RT use",1
"45","2:26:36","Keyleth","Arcana",NA,"19",NA,NA,NA,"(Prof+Intellect) Creates Potion of Fire-Resistance",1
"45","2:37:18","Keyleth","Perception","16","5",NA,NA,NA,NA,1
"45","2:38:01","Percy","Perception","18","10",NA,NA,NA,NA,1
"45","2:40:11","Grog","Stealth","17","5",NA,NA,NA,"With Pass Without a Trace",1
"45","2:40:19","Vex'ahlia","Stealth","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"45","2:40:19","Vex'ahlia","Stealth","30","10",NA,NA,NA,"With Pass Without a Trace, with advantage",1
"45","2:40:20","Vax'ildan","Stealth","35","10",NA,NA,NA,"With Pass Without a Trace, Possible RT use",1
"45","2:40:21","Keyleth","Stealth","32","15",NA,NA,NA,"With Pass Without a Trace",1
"45","2:40:22","Percy","Stealth","29","13",NA,NA,NA,"With Pass Without a Trace",1
"45","2:40:23","Scanlan","Stealth","25","23",NA,NA,NA,"With Pass Without a Trace",1
"45","2:41:21","Keyleth","Perception","30","19",NA,NA,NA,NA,1
"45","2:44:54","Grog","Constitution Save","17","7",NA,NA,NA,NA,1
"45","2:44:57","Vax'ildan","Constitution Save","Nat20","20",NA,NA,NA,NA,1
"45","2:45:12","Vex'ahlia","Constitution Save","6","6",NA,NA,NA,"Vex'ahlia has 1 Level of Exhaustion",1
"45","2:45:15","Keyleth","Constitution Save","20","15",NA,NA,NA,NA,1
"45","2:45:16","Percy","Constitution Save","13","6",NA,NA,NA,NA,1
"45","2:45:16","Scanlan","Constitution Save","5","3",NA,NA,NA,"Scanlan has 1 Level of Exhaustion",1
"46","0:11:56","Percy","Perception","23","15",NA,NA,NA,NA,1
"46","0:17:52","Grog","Stealth","25","13",NA,NA,NA,"With Pass Without a Trace",1
"46","0:17:54","Percy","Stealth","30","14",NA,NA,NA,"With Pass Without a Trace",1
"46","0:17:55","Keyleth","Stealth","28","11",NA,NA,NA,"With Pass Without a Trace",1
"46","0:17:57","Vax'ildan","Stealth","38","13",NA,NA,NA,"With Pass Without a Trace",1
"46","0:17:58","Vex'ahlia","Stealth","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"46","0:17:58","Vex'ahlia","Stealth","30","10",NA,NA,NA,"With Pass Without a Trace with advantage",1
"46","0:17:59","Scanlan","Stealth","14","12",NA,NA,NA,"With Pass Without a Trace",1
"46","0:19:18","Scanlan","Acrobatics","Unknown","Unknown",NA,NA,NA,"Disregarded due to disadvantage",1
"46","0:19:18","Scanlan","Acrobatics","14","9",NA,NA,NA,"With disadvantage",1
"46","0:20:26","Vex'ahlia","Attack","18","6",NA,NA,NA,"Arrow",1
"46","0:20:52","Vex'ahlia","Damage","17",NA,NA,"17 (15+2 SA) to Carol",NA,NA,1
"46","0:21:41","Vex'ahlia","Stealth","39","19",NA,NA,NA,NA,1
"46","0:22:04","Vax'ildan","Attack","25","14",NA,"25 to Carol","1","Suprise Dagger Sneak Attack",1
"46","0:25:14","Vex'ahlia","Insight","17","9",NA,NA,NA,NA,1
"46","0:30:52","Gern","Stealth","11","10",NA,NA,NA,NA,1
"46","0:37:04","Keyleth","Intimidation","Nat20","20",NA,NA,NA,NA,1
"46","0:40:02","Gern","Sleight of Hand","18","17",NA,NA,NA,NA,1
"46","0:40:20","Vex'ahlia","Perception","28","15",NA,NA,NA,"With disadvantage",1
"46","0:40:20","Vex'ahlia","Perception","Unknown","Unknown",NA,NA,NA,"Disregarded due to disadvantage",1
"46","0:49:01","Gern","Damage","9",NA,NA,"9 Cold to SS and LS, 
5 Cold to Fatty Arbuckle",NA,"Ice Storm Candle",1
"46","0:52:19","Scanlan","Initiative","22","20",NA,NA,NA,"Unannounced Nat20?",1
"46","0:52:20","Percy","Initiative","27","19",NA,NA,NA,NA,1
"46","0:52:35","Grog","Initiative","17","15",NA,NA,NA,NA,1
"46","0:52:36","Gern","Initiative","19","18",NA,NA,NA,NA,1
"46","0:52:38","Vax'ildan","Initiative","16","11",NA,NA,NA,NA,1
"46","0:52:50","Vex'ahlia","Initiative","13","6",NA,NA,NA,NA,1
"46","0:52:54","Keyleth","Initiative","4","2",NA,NA,NA,NA,1
"46","0:53:37","Percy","Attack","25","14",NA,NA,NA,"Pistol Arm Shot",1
"46","0:54:11","Percy","Damage","13",NA,NA,"13 to LS",NA,NA,1
"46","0:54:19","Percy","Attack","20","9",NA,NA,NA,"Pistol Arm Shot",1
"46","0:54:45","Percy","Damage","7",NA,NA,"7 to LS",NA,"LS drops trident",1
"46","0:55:00","Percy","Attack","14","8",NA,NA,NA,"Pistol Sharpshooter",1
"46","0:56:34","Scanlan","Damage","27",NA,NA,"27 to LS and LFE",NA,"Lightning Bolt",1
"46","0:57:55","Gern","Musical Taste","4","4",NA,NA,NA,NA,1
"46","1:01:16","Grog","Attack","14","4",NA,NA,NA,"Craven Edge Thrown",1
"46","1:01:33","Grog","Athletics","18","10",NA,NA,NA,NA,1
"46","1:02:04","Vax'ildan","Attack","27","16",NA,NA,NA,"Dagger Sneak Attack",1
"46","1:02:07","Vax'ildan","Attack","16","5",NA,NA,NA,"Dagger",1
"46","1:02:10","Vax'ildan","Attack","14","3",NA,NA,NA,"Dagger",1
"46","1:02:34","Vax'ildan","Damage","36",NA,NA,"36 to LFE",NA,NA,1
"46","1:02:43","Vax'ildan","Damage","7",NA,NA,"7 to LFE",NA,NA,1
"46","1:02:46","Vax'ildan","Damage","9",NA,NA,"9 to LFE",NA,NA,1
"46","1:06:00","Gern","Damage","44",NA,NA,"44 Cold to SS, LS, SFE, FA","3","Cone of Cold",1
"46","1:08:15","Vex'ahlia","Acrobatics","38","23",NA,NA,NA,NA,1
"46","1:08:56","Vex'ahlia","Attack","21","9",NA,NA,NA,"Arrow",1
"46","1:09:00","Vex'ahlia","Attack","17","5",NA,NA,NA,"Arrow",1
"46","1:09:10","Vex'ahlia","Damage","17",NA,NA,"17 to LFE",NA,NA,1
"46","1:09:17","Vex'ahlia","Damage","18",NA,NA,"18 to LFe",NA,NA,1
"46","1:10:49","Keyleth","Intimidation","15","10",NA,NA,NA,"SFE runs",1
"46","1:11:56","Percy","Attack","30","18",NA,NA,NA,"Dragonslayer Longsword",1
"46","1:12:24","Percy","Damage","15",NA,NA,"15 to LFE",NA,NA,1
"46","1:13:26","Percy","Attack","15","4",NA,NA,NA,"Pistol",1
"46","1:13:37","Percy","Damage","10",NA,NA,"10 to LFE",NA,NA,1
"46","1:14:58","Scanlan","Damage","20",NA,NA,"20 Thunder to LFE","1","Thunderwave, HDYWTDT",1
"46","1:16:42","Keyleth","Perception","24","13",NA,NA,NA,NA,1
"46","1:37:24","Gern","Stealth","14","13",NA,NA,NA,NA,1
"46","1:37:25","Scanlan","Stealth","15","13",NA,NA,NA,NA,1
"46","1:37:26","Percy","Stealth","13","7",NA,NA,NA,NA,1
"46","1:37:30","Keyleth","Stealth","24","17",NA,NA,NA,NA,1
"46","1:37:31","Vax'ildan","Stealth","34","19",NA,NA,NA,NA,1
"46","1:37:32","Vex'ahlia","Stealth","22","12",NA,NA,NA,NA,1
"46","1:37:33","Grog","Stealth","20","18",NA,NA,NA,NA,1
"46","1:38:58","Vax'ildan","Initiative","20","15",NA,NA,NA,NA,1
"46","1:39:10","Vex'ahlia","Initiative","19","12",NA,NA,NA,NA,1
"46","1:39:18","Gern","Initiative","16","15",NA,NA,NA,NA,1
"46","1:39:24","Percy","Initiative","13","5",NA,NA,NA,NA,1
"46","1:39:30","Grog","Initiative","8","6",NA,NA,NA,NA,1
"46","1:39:34","Scanlan","Initiative","10","8",NA,NA,NA,NA,1
"46","1:39:50","Keyleth","Initiative","7","5",NA,NA,NA,NA,1
"46","1:40:49","Grog","Arcana","2","4",NA,NA,NA,NA,1
"46","1:40:54","Scanlan","Arcana","Unknown","Unknown",NA,NA,NA,"Disregarded due to disadvantage",1
"46","1:40:54","Scanlan","Arcana","Unknown","Unknown",NA,NA,NA,"With disadvantage",1
"46","1:40:56","Gern","Arcana","24","16",NA,NA,NA,NA,1
"46","1:42:44","Vax'ildan","Attack","20","9",NA,NA,NA,"With advantage",1
"46","1:42:44","Vax'ildan","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"46","1:42:46","Vax'ildan","Attack","14","3",NA,NA,NA,"With advantage",1
"46","1:42:46","Vax'ildan","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"46","1:42:48","Vax'ildan","Attack","19","8",NA,NA,NA,"With advantage",1
"46","1:42:48","Vax'ildan","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"46","1:43:38","Vax'ildan","Damage","35",NA,NA,"35 to LS",NA,NA,1
"46","1:43:41","Vax'ildan","Damage","10",NA,NA,"10 to LS",NA,NA,1
"46","1:45:04","Vex'ahlia","Attack","16","4",NA,NA,NA,"LBoSS",1
"46","1:45:08","Vex'ahlia","Attack","35","23",NA,NA,NA,"LBoSS",1
"46","1:45:08","Vex'ahlia","Attack","Unknown","Unknown",NA,NA,NA,"LBoSS",1
"46","1:45:37","Vex'ahlia","Damage","17",NA,NA,"17 Lightning to Efreeti",NA,NA,1
"46","1:50:46","Gern","Damage","35",NA,NA,"35 to FE1 and LS",NA,"Cone of Cold",1
"46","1:53:58","Gern","Attack","Unknown","Unknown",NA,NA,NA,"Snowball, Rolled by Matt",1
"46","1:54:07","Gern","Damage","3",NA,NA,"3 Cold to FE1",NA,"Rolled by Matt",1
"46","1:56:16","Percy","Attack","18","7",NA,NA,NA,"Pistol",1
"46","1:56:21","Percy","Damage","7",NA,NA,"7 to FE2",NA,NA,1
"46","1:56:29","Percy","Attack","25","19",NA,NA,NA,"Pistol Sharpshooter",1
"46","1:57:01","Percy","Damage","20",NA,NA,"20 to FE2",NA,NA,1
"46","1:57:10","Percy","Damage","6",NA,NA,"6 to FE2",NA,"Hex",1
"46","1:57:12","Percy","Damage","1",NA,NA,"1 to FE2",NA,"Hex",1
"46","1:57:23","Percy","Attack","12","6",NA,NA,NA,"Pistol Sharpshooter",1
"46","2:01:14","Scanlan","Healing","9",NA,NA,NA,NA,"Healing Words (2nd level) on Gern, Gern heals 9",1
"46","2:03:24","Keyleth","Damage","28",NA,NA,"74 [14 {28/2)+60 Cold] to FE2, 
88 (28+60 Cold) to FE1","2","Tidal Wave",1
"46","2:05:25","Grog","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"46","2:05:25","Grog","Attack","24","14",NA,NA,NA,"Craven Edge Reckless Attack",1
"46","2:05:30","Grog","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"46","2:05:30","Grog","Attack","23","13",NA,NA,NA,"Craven Edge Reckless Attack",1
"46","2:05:38","Grog","Damage","18",NA,NA,"18 to LS",NA,"Grog gains 1 Strength",1
"46","2:05:46","Grog","Damage","23",NA,NA,"23 to LS",NA,"Grog gains 1 Strength",1
"46","2:09:35","Vax'ildan","Attack","21","10",NA,NA,NA,"Dagger Sneak Attack",1
"46","2:09:40","Vax'ildan","Attack","25","14",NA,NA,NA,"Dagger",1
"46","2:09:42","Vax'ildan","Attack","21","10",NA,NA,NA,"Dagger",1
"46","2:10:01","Vax'ildan","Damage","31",NA,NA,"31 to LS",NA,NA,1
"46","2:10:06","Vax'ildan","Damage","10",NA,NA,"10 to LS",NA,NA,1
"46","2:10:08","Vax'ildan","Damage","8",NA,NA,"8 to LS",NA,NA,1
