"actor_guest","mean"
"Travis",8.79699529112789
"Ashley",8.91701412239408
"Laura",9.207498576063
"Marisha",10.3459175880732
"Sam",10.3814152816975
"Taliesin",11.3187466848526
"Liam",11.4140615496898
"Orion",11.7793187844177
"Guests",12.1891721750079
"Matt",24.0461231580979
