"Episode","Segment","Start_Turn","End_Turn","Actor","Text"
100,"Prologue",0,6.503,"Matt","hello everyone, and welcome to tonight's episode of critical role, where a bunch of us nerdy-ass voice actors sit around and play dungeons and dragons."
